category,sub_category,english,definition_en,italian,pronunciation,singular_plural,tense,gender,commonness,part_of_speech,formal_informal,example_sentence_en,example_sentence_it,related_words_it,article_type,base_word
pronoun,possessive,mine,Masculine singular possessive pronoun meaning “mine”.,il mio,eel MEE-oh,singular,,masculine,1,pronoun,,Mine is red.,Il mio è rosso.,mio,,mio
pronoun,possessive,mine,Feminine singular possessive pronoun meaning “mine”.,la mia,lah MEE-ah,singular,,feminine,1,pronoun,,Mine is new.,La mia è nuova.,mia,,mio
pronoun,possessive,mine,Masculine plural possessive pronoun meaning “mine”.,i miei,ee MEE-ay,plural,,masculine,1,pronoun,,Mine are here.,I miei sono qui.,miei,,mio
pronoun,possessive,mine,Feminine plural possessive pronoun meaning “mine”.,le mie,leh MEE-eh,plural,,feminine,1,pronoun,,Mine are heavy.,Le mie sono pesanti.,mie,,mio
pronoun,possessive,yours,Masculine singular possessive pronoun meaning “yours” (informal singular).,il tuo,eel TOO-oh,singular,,masculine,1,pronoun,informal,Yours is open.,Il tuo è aperto.,tuo,,tuo
pronoun,possessive,yours,Feminine singular possessive pronoun meaning “yours” (informal singular).,la tua,lah TOO-ah,singular,,feminine,1,pronoun,informal,Yours is ready.,La tua è pronta.,tua,,tuo
pronoun,possessive,yours,Masculine plural possessive pronoun meaning “yours” (informal singular).,i tuoi,ee TWOY,plural,,masculine,1,pronoun,informal,Yours are on the table.,I tuoi sono sul tavolo.,tuoi,,tuoi
pronoun,possessive,yours,Feminine plural possessive pronoun meaning “yours” (informal singular).,le tue,leh TOO-eh,plural,,feminine,1,pronoun,informal,Yours are clean.,Le tue sono pulite.,tue,,tuo
pronoun,possessive,his/hers,Masculine singular possessive pronoun meaning “his” or “hers”.,il suo,eel SOO-oh,singular,,masculine,1,pronoun,,His is big.,Il suo è grande.,suo,,suo
pronoun,possessive,his/hers,Feminine singular possessive pronoun meaning “his” or “hers”.,la sua,lah SOO-ah,singular,,feminine,1,pronoun,,Hers is small.,La sua è piccola.,sua,,suo
pronoun,possessive,his/hers,Masculine plural possessive pronoun meaning “his” or “hers”.,i suoi,ee SWOY,plural,,masculine,1,pronoun,,His are expensive.,I suoi sono costosi.,suoi,,suo
pronoun,possessive,his/hers,Feminine plural possessive pronoun meaning “his” or “hers”.,le sue,leh SOO-eh,plural,,feminine,1,pronoun,,Hers are sweet.,Le sue sono dolci.,sue,,suo
pronoun,possessive,ours,Masculine singular possessive pronoun meaning “ours”.,il nostro,eel NOS-troh,singular,,masculine,1,pronoun,,Ours is broken.,Il nostro è rotto.,nostro,,nostro
pronoun,possessive,ours,Feminine singular possessive pronoun meaning “ours”.,la nostra,lah NOS-trah,singular,,feminine,1,pronoun,,Ours is bright.,La nostra è luminosa.,nostra,,nostro
pronoun,possessive,ours,Masculine plural possessive pronoun meaning “ours”.,i nostri,ee NOS-tree,plural,,masculine,1,pronoun,,Ours are finished.,I nostri sono finiti.,nostri,,nostro
pronoun,possessive,ours,Feminine plural possessive pronoun meaning “ours”.,le nostre,leh NOS-treh,plural,,feminine,1,pronoun,,Ours are open.,Le nostre sono aperte.,nostre,,nostro
pronoun,possessive,yours,Masculine singular possessive pronoun meaning “yours” (plural you).,il vostro,eel VOS-troh,singular,,masculine,1,pronoun,,Yours is here.,Il vostro è qui.,vostro,,vostro
pronoun,possessive,yours,Feminine singular possessive pronoun meaning “yours” (plural you).,la vostra,lah VOS-trah,singular,,feminine,1,pronoun,,Yours is new.,La vostra è nuova.,vostra,,vostro
pronoun,possessive,yours,Masculine plural possessive pronoun meaning “yours” (plural you).,i vostri,ee VOS-tree,plural,,masculine,1,pronoun,,Yours are ready.,I vostri sono pronti.,vostri,,vostro
pronoun,possessive,yours,Feminine plural possessive pronoun meaning “yours” (plural you).,le vostre,leh VOS-treh,plural,,feminine,1,pronoun,,Yours are cold.,Le vostre sono fredde.,vostre,,vostro
pronoun,possessive,theirs,Masculine singular possessive pronoun meaning “theirs”.,il loro,eel LOH-roh,singular,,masculine,1,pronoun,,Theirs is far.,Il loro è lontano.,loro,,loro
pronoun,possessive,theirs,Feminine singular possessive pronoun meaning “theirs”.,la loro,lah LOH-roh,singular,,feminine,1,pronoun,,Theirs is old.,La loro è antica.,loro,,loro
pronoun,possessive,theirs,Masculine plural possessive pronoun meaning “theirs”.,i loro,ee LOH-roh,plural,,masculine,1,pronoun,,Theirs are closed.,I loro sono chiusi.,loro,,loro
pronoun,possessive,theirs,Feminine plural possessive pronoun meaning “theirs”.,le loro,leh LOH-roh,plural,,feminine,1,pronoun,,Theirs are famous.,Le loro sono famose.,loro,,loro
